#bin	name	chrom	strand	txStart	txEnd	cdsStart	cdsEnd	exonCount	exonStarts	exonEnds	score	name2	cdsStartStat	cdsEndStat	exonFrames
174	NM_133821	chr1	+	106171868	106394245	106172003	106393340	17	106171868,106281362,106286990,106318848,106338736,106339439,106343376,106344859,106347084,106350531,106364240,106369013,106376160,106380317,106386326,106389673,106392128,	106173447,106281559,106287116,106319015,106338883,106339670,106343579,106344920,106347180,106350687,106364441,106369176,106376291,106380422,106386521,106389902,106394245,	0	Phlpp1	cmpl	cmpl	0,1,0,0,2,2,2,1,2,2,2,2,0,2,2,2,0,
174	NM_009741	chr1	-	106538175	106714290	106543263	106712880	2	106538175,106712304,	106543398,106714290,	0	Bcl2	cmpl	cmpl	0,0,
187	NM_001012322	chr1	+	120006979	120063532	120007256	120063282	14	120006979,120022157,120022465,120031563,120036334,120043450,120044630,120046658,120053673,120054271,120055384,120056393,120061893,120063111,	120007331,120022272,120022510,120031671,120036438,120043548,120044763,120046812,120053734,120054341,120055476,120056520,120061935,120063532,	0	Sctr	cmpl	cmpl	0,0,1,1,1,0,2,0,1,2,0,2,0,0,
194	NM_028135	chr1	-	127490341	127678021	127491599	127677629	8	127490341,127495717,127500183,127519344,127551325,127552760,127668650,127677430,	127491660,127495859,127500295,127519441,127551417,127552804,127668770,127678021,	0	Tmem163	cmpl	cmpl	2,1,0,2,0,1,1,0,
198	NM_018750	chr1	-	131176409	131245178	131178524	131245130	6	131176409,131180552,131181153,131182143,131212256,131244688,	131178677,131180668,131181451,131182254,131212378,131245178,	0	Rassf5	cmpl	cmpl	0,1,0,0,1,0,
199	NM_010732	chr1	+	132880354	132940005	132937198	132939391	2	132880354,132936980,	132880675,132940005,	0	Lrrn2	cmpl	cmpl	-1,0,
201	NM_001033409	chr1	-	134986352	135105276	134986935	135105140	18	134986352,134990604,134993868,134995983,134997652,134998184,134999313,135000477,135001699,135003199,135003457,135005690,135021774,135027051,135063620,135072884,135075226,135104928,	134988191,134990685,134994029,134996109,134997724,134998256,134999379,135000549,135001768,135003271,135003529,135005759,135021846,135027267,135063692,135072956,135075298,135105276,	0	Lgr6	cmpl	cmpl	1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,
201	NM_009307	chr1	+	134646611	134753149	134740851	134747681	10	134646611,134663789,134740834,134741809,134743509,134743959,134744383,134745729,134746753,134747474,	134646835,134663998,134741038,134741976,134743629,134744127,134744551,134745847,134746887,134753149,	0	Syt2	cmpl	cmpl	-1,-1,0,1,0,0,0,0,1,0,
202	NM_173437	chr1	-	135434579	135585355	135441683	135585320	29	135434579,135443633,135448930,135449894,135450569,135450785,135452171,135452804,135453192,135454044,135454433,135454690,135455133,135458646,135460343,135460690,135463721,135463914,135464705,135465838,135467640,135468855,135469631,135470479,135472158,135472732,135532348,135537196,135584554,	135441779,135443831,135449049,135450091,135450641,135450940,135452407,135452964,135453288,135454142,135454602,135454883,135455330,135458777,135460455,135460774,135463799,135463938,135464758,135466009,135467789,135468897,135470066,135471170,135472456,135472871,135532714,135537299,135585355,	0	Nav1	cmpl	cmpl	0,0,1,2,2,0,1,0,0,1,0,2,0,1,0,0,0,0,1,1,2,2,2,1,0,2,2,1,0,
216	NR_015466	chr1	-	150074872	150099874	150099874	150099874	5	150074872,150084579,150087119,150091603,150099427,	150077045,150084639,150087345,150091691,150099874,	0	Ptgs2os	unk	unk	-1,-1,-1,-1,-1,
218	NM_177756	chr1	+	152399866	152510695	152400137	152508788	12	152399866,152468448,152471687,152473094,152484837,152489779,152495801,152499904,152502957,152504077,152506792,152508511,	152400397,152468559,152471805,152473229,152485042,152489899,152495878,152500011,152503090,152504205,152506999,152510695,	0	Colgalt2	cmpl	cmpl	0,2,2,0,0,1,1,0,2,0,2,2,
218	NM_016846	chr1	-	152516762	152625217	152519008	152625010	18	152516762,152521294,152524644,152528272,152531505,152533505,152536266,152537730,152539936,152544350,152549066,152552420,152554295,152557402,152571597,152586406,152623817,152624983,	152519196,152521409,152524899,152528459,152531595,152533627,152536299,152537817,152540026,152544435,152549170,152552636,152554420,152557587,152571675,152586615,152623928,152625217,	0	Rgl1	cmpl	cmpl	1,0,0,2,2,0,0,0,0,2,0,0,1,2,2,0,0,0,
220	NM_009782	chr1	-	154392518	154725920	154398392	154725919	47	154392518,154401982,154403677,154407711,154412063,154412442,154413050,154413975,154416060,154421027,154425836,154426525,154432430,154436417,154437266,154441494,154442131,154443800,154444871,154445499,154448845,154450845,154465718,154466945,154467683,154468945,154471337,154472059,154473856,154477765,154479250,154481551,154482550,154483074,154483516,154485662,154486497,154488043,154488784,154493301,154561730,154633553,154634839,154635756,154700370,154701274,154725650,	154398935,154402173,154403858,154407823,154412170,154412543,154413158,154414081,154416157,154421155,154426002,154426617,154432496,154436543,154437350,154441605,154442296,154444002,154445009,154445660,154448942,154450857,154465825,154467005,154467813,154469108,154471651,154472713,154473913,154477863,154479318,154481669,154482623,154483206,154483629,154485775,154486707,154488133,154488838,154493417,154561834,154633735,154634992,154635860,154700510,154701380,154725920,	0	Cacna1e	cmpl	cmpl	0,1,0,2,0,1,1,0,2,0,2,0,0,0,0,0,0,2,2,0,2,2,0,0,2,1,2,2,2,0,1,0,2,2,0,1,1,1,1,2,0,1,1,2,0,2,0,
221	NM_177838	chr1	-	156075955	156205026	156078896	156080044	5	156075955,156079951,156081391,156087788,156204829,	156079310,156080171,156081413,156087886,156205026,	0	Fam163a	cmpl	cmpl	0,0,-1,-1,-1,
221	NM_010712	chr1	-	155701693	155742027	155702221	155741877	6	155701693,155704700,155705171,155710112,155724789,155741801,	155702616,155704872,155705326,155710315,155724961,155742027,	0	Lhx4	cmpl	cmpl	1,0,1,2,1,0,
224	NM_001205204	chr1	+	158362303	158691786	158362582	158688750	23	158362303,158472374,158502047,158504202,158505361,158509845,158510954,158520443,158572951,158579580,158580210,158597156,158600314,158601936,158609250,158612345,158657039,158663994,158667481,158668627,158674579,158684076,158688512,	158362865,158472562,158502441,158504349,158505469,158509995,158511146,158520528,158573026,158579718,158580361,158597323,158600509,158602064,158609355,158612534,158657308,158664128,158667633,158668763,158674680,158684260,158691786,	0	Astn1	cmpl	cmpl	0,1,0,1,1,1,1,1,2,2,2,0,2,2,1,1,1,0,2,1,2,1,2,
227	NM_001038619	chr1	-	161987301	162478034	161992021	162477823	21	161987301,162010867,162011700,162019827,162075774,162084032,162134456,162231653,162274487,162285996,162295551,162307867,162311391,162313560,162318580,162320951,162321686,162353519,162355359,162407334,162477662,	161992091,162011104,162011927,162019992,162075786,162084144,162134566,162231767,162274539,162286067,162295638,162308006,162311459,162313696,162318723,162321112,162321785,162353723,162355509,162407408,162478034,	0	Dnm3	cmpl	cmpl	2,2,0,0,0,2,0,0,2,0,0,2,0,2,0,1,1,1,1,2,0,
231	NM_001113391	chr1	+	165788680	165862112	165788828	165861069	8	165788680,165855165,165856399,165857415,165858442,165859218,165859788,165861003,	165788886,165855269,165856456,165857496,165858478,165859275,165859824,165862112,	0	Cd247	cmpl	cmpl	0,1,0,0,0,0,0,0,
236	NM_025557	chr1	-	171173263	171196268	171174382	171196019	3	171173263,171175569,171196010,	171174525,171175624,171196268,	0	Pcp4l1	cmpl	cmpl	1,0,0,
237	NM_001039484	chr1	+	172341209	172374085	172368920	172370060	2	172341209,172368920,	172341451,172374085,	0	Kcnj10	cmpl	cmpl	-1,0,
239	NM_011825	chr1	-	174833784	174921819	174836774	174837281	2	174833784,174921572,	174837282,174921819,	0	Grem2	cmpl	cmpl	0,-1,
241	NM_029756	chr1	+	176814659	177020432	176814988	177020144	18	176814659,176824751,176826198,176828869,176831056,176840284,176844823,176845180,176853763,176868211,176874563,176877989,176919543,176946107,176948280,176955791,177011888,177020114,	176815055,176824904,176826284,176828983,176831182,176840425,176844888,176845369,176853902,176868364,176874698,176878106,176919686,176946235,176948389,176955923,177012015,177020432,	0	Sdccag8	cmpl	cmpl	0,1,1,0,0,0,0,2,2,0,0,0,0,2,1,2,2,0,
243	NM_001161665	chr1	+	178529124	178932857	178529562	178932228	15	178529124,178530388,178678825,178715802,178821482,178864845,178869345,178870596,178873971,178883914,178913688,178914761,178928158,178928843,178932079,	178529625,178530790,178679359,178715969,178821666,178865052,178869439,178870859,178874155,178884074,178913851,178918176,178928361,178928994,178932857,	0	Kif26b	cmpl	cmpl	0,0,0,0,2,0,0,1,0,1,2,0,1,0,1,
247	NM_144796	chr1	+	182764895	182896589	182765040	182895227	8	182764895,182833062,182853956,182858421,182887339,182888767,182891882,182895198,	182765188,182833275,182854130,182858610,182887531,182888912,182892265,182896589,	0	Susd4	cmpl	cmpl	0,1,1,1,1,1,2,1,
249	NM_001033286	chr1	+	185454847	185468761	185455063	185464555	4	185454847,185456351,185462686,185464076,	185455679,185456429,185462926,185468761,	0	Slc30a10	cmpl	cmpl	0,1,1,1,
253	NM_001159850	chr1	-	189207929	189343353	189209789	189343088	7	189207929,189242886,189256567,189258737,189295593,189339784,189343042,	189210107,189243026,189256754,189258898,189295711,189340095,189343353,	0	Kcnk2	cmpl	cmpl	0,1,0,1,0,1,0,
255	NM_144879	chr1	-	190947645	190978998	190950183	190978456	8	190947645,190958613,190960097,190966202,190966928,190970403,190978180,190978705,	190950256,190958729,190960479,190966277,190966985,190970492,190978587,190978998,	0	Vash2	cmpl	cmpl	2,0,2,2,2,0,0,-1,
255	NM_030060	chr1	+	191098413	191108943	191098458	191108633	3	191098413,191100727,191108450,	191098527,191100832,191108943,	0	Batf3	cmpl	cmpl	0,0,0,
256	NM_011633	chr1	-	191997202	192092599	191997429	192070634	10	191997202,191999797,192054349,192057139,192057974,192058994,192062641,192066893,192070416,192092255,	191998007,191999968,192054442,192057214,192058052,192059159,192062743,192066951,192070635,192092599,	0	Traf5	cmpl	cmpl	1,1,0,0,0,0,0,2,0,-1,
256	NM_001038607	chr1	+	192190776	192510159	192191007	192506121	11	192190776,192221332,192224844,192238724,192241918,192276697,192337399,192413016,192418682,192434722,192505263,	192191086,192221456,192224951,192238853,192242037,192277090,192337829,192413216,192418935,192434919,192510159,	0	Kcnh1	cmpl	cmpl	0,1,2,1,1,0,0,1,0,1,0,
258	NM_008882	chr1	+	194619828	194816868	194643759	194812161	32	194619828,194643685,194649455,194712183,194746129,194749311,194751375,194752052,194754319,194762398,194764481,194767370,194780512,194786566,194788778,194789720,194790110,194793728,194794372,194794822,194796906,194797539,194799509,194799774,194800500,194801042,194804902,194806281,194807501,194810061,194810856,194812065,	194620397,194644947,194649638,194712318,194746230,194749435,194751529,194752149,194754434,194762599,194764578,194767561,194780664,194786684,194788915,194789888,194790204,194793968,194794516,194795057,194797049,194797808,194799576,194799921,194800660,194801146,194805002,194806472,194807671,194810274,194811007,194816868,	0	Plxna2	cmpl	cmpl	-1,0,0,0,0,2,0,1,2,0,0,1,0,2,0,2,2,0,0,0,1,0,2,0,0,1,0,1,0,2,2,0,
259	NM_007758	chr1	-	195136811	195176719	195141189	195176610	19	195136811,195141174,195149971,195150922,195151571,195154131,195155124,195155883,195156279,195157136,195158059,195158411,195158577,195159415,195160269,195160595,195160778,195163197,195176552,	195139798,195141283,195150044,195150946,195151757,195154317,195155517,195155966,195156358,195157544,195158136,195158502,195158754,195159823,195160352,195160695,195160967,195163587,195176719,	0	Cr2	cmpl	cmpl	-1,2,1,1,1,1,1,2,1,1,2,1,1,1,2,1,1,1,0,
619	NM_011441	chr1	-	4490927	4497354	4491715	4493406	5	4490927,4493099,4493771,4495135,4496290,	4492668,4493466,4493863,4495942,4497354,	0	Sox17	cmpl	cmpl	1,0,-1,-1,-1,
630	NM_010342	chr1	-	5913706	5917398	5916303	5917293	1	5913706,	5917398,	0	Npbwr1	cmpl	cmpl	0,
633	NM_001195732	chr1	+	6359330	6394731	6359330	6391104	5	6359330,6388572,6389439,6391039,6394269,	6359514,6388626,6389520,6391116,6394731,	0	Alkal1	cmpl	cmpl	0,1,1,1,-1,
657	NM_021511	chr1	+	9545407	9547455	9545523	9546621	1	9545407,	9547455,	0	Rrs1	cmpl	cmpl	0,
660	NM_001037759	chr1	+	9848280	9902568	9865252	9898890	17	9848280,9865130,9868382,9871629,9872257,9877165,9879025,9880331,9881577,9881759,9884406,9884624,9885666,9886046,9888869,9891360,9898719,	9848385,9865348,9868466,9871702,9872333,9877253,9879075,9880389,9881661,9881891,9884519,9884661,9885753,9886142,9889025,9891450,9902568,	0	Sgk3	cmpl	cmpl	-1,0,0,0,1,2,0,2,0,0,0,2,0,0,0,0,0,
685	NM_001081209	chr1	-	13113427	13127163	13114259	13125835	8	13113427,13115779,13118762,13122360,13124362,13124618,13125165,13127109,	13114487,13115881,13118965,13122631,13124520,13124672,13125856,13127163,	0	Prdm14	cmpl	cmpl	0,0,1,0,1,1,0,-1,
697	NM_010827	chr1	-	14753345	14755966	14754238	14755748	2	14753345,14755229,	14754325,14755966,	0	Msc	cmpl	cmpl	0,0,
698	NM_177781	chr1	-	14872643	14918862	14873505	14918835	27	14872643,14874363,14875848,14880198,14881596,14882111,14884109,14885749,14886886,14887594,14889393,14890394,14891304,14893182,14896491,14898008,14898255,14899346,14900064,14901861,14903145,14904146,14904452,14905922,14910729,14912359,14918724,	14873728,14874461,14875959,14880267,14881779,14882241,14884279,14885839,14887052,14887665,14889492,14890454,14891398,14893349,14896606,14898173,14898425,14899447,14900164,14901910,14903282,14904292,14904561,14906030,14910905,14912519,14918862,	0	Trpa1	cmpl	cmpl	2,0,0,0,0,2,0,0,2,0,0,0,2,0,2,2,0,1,0,2,0,1,0,0,1,0,0,
707	NM_001243238	chr1	-	16065978	16093325	16066125	16080956	5	16065978,16068799,16078567,16080829,16092973,	16066274,16068855,16078700,16080993,16093325,	0	4930444P10Rik	cmpl	cmpl	1,2,1,0,-1,
731	NM_001025305	chr1	+	19212053	19238845	19212396	19234347	7	19212053,19213950,19219192,19226435,19228441,19231012,19234049,	19212423,19214409,19219253,19226655,19228560,19231154,19238845,	0	Tfap2b	cmpl	cmpl	0,0,0,1,2,1,2,
766	NM_172124	chr1	+	23761925	23847858	23762634	23845187	4	23761925,23815220,23844872,23845100,	23763228,23815365,23845021,23847858,	0	B3gat2	cmpl	cmpl	0,0,1,0,
788	NM_001033764	chr1	-	26681800	26687460	26681951	26687426	2	26681800,26687240,	26685911,26687460,	0	4931408C20Rik	cmpl	cmpl	0,0,
861	NM_153408	chr1	-	36264601	36273425	36266359	36273365	4	36264601,36268655,36269212,36273337,	36266553,36268709,36269701,36273425,	0	Neurl3	cmpl	cmpl	1,1,1,0,
863	NM_033570	chr1	+	36471596	36508776	36471692	36506606	7	36471596,36497989,36498394,36499410,36499884,36505600,36506408,	36473085,36498133,36498529,36499580,36499981,36505779,36508776,	0	Cnnm4	cmpl	cmpl	0,1,1,1,0,1,0,
887	NM_170597	chr1	-	39618405	39651182	39623095	39650940	4	39618405,39624869,39647775,39650505,	39623243,39624983,39647945,39651182,	0	Creg2	cmpl	cmpl	2,2,0,0,
892	NM_133193	chr1	+	40324588	40367553	40326494	40365445	11	40324588,40326488,40327371,40328970,40343027,40345805,40350935,40351761,40356818,40363191,40365026,	40324819,40326558,40327606,40329169,40343190,40345877,40351065,40351898,40356962,40363353,40367553,	0	Il1rl2	cmpl	cmpl	-1,0,1,2,0,1,1,2,1,1,1,
892	NM_001123382	chr1	+	40266585	40316177	40282238	40313393	11	40266585,40282232,40293119,40293457,40294757,40297908,40300759,40302277,40310285,40312346,40312974,	40266881,40282296,40293357,40293647,40294926,40297974,40300877,40302429,40310429,40312514,40316177,	0	Il1r1	cmpl	cmpl	-1,0,1,2,0,1,1,2,1,1,1,
910	NM_008900	chr1	+	42695767	42700209	42697145	42698639	1	42695767,	42700209,	0	Pou3f3	cmpl	cmpl	0,
910	NR_027826	chr1	-	42648199	42694825	42694825	42694825	4	42648199,42663555,42666840,42694746,	42648456,42663602,42667003,42694825,	0	Pantr1	unk	unk	-1,-1,-1,-1,
914	NM_010212	chr1	-	43123070	43163961	43123513	43153231	6	43123070,43128243,43131651,43141697,43153075,43163701,	43123665,43128430,43131821,43141872,43153254,43163961,	0	Fhl2	cmpl	cmpl	1,0,1,0,0,-1,
1019	NR_024325	chr1	+	56971468	56975196	56975196	56975196	1	56971468,	56975196,	0	9130024F11Rik	unk	unk	-1,
1032	NR_045007	chr1	+	58652640	58655831	58655831	58655831	2	58652640,58654944,	58652689,58655831,	0	Gm20257	unk	unk	-1,-1,
1083	NM_139270	chr1	+	65311256	65389244	65311595	65388810	13	65311256,65321968,65336747,65336973,65343479,65345306,65346812,65351535,65363251,65372277,65383862,65386300,65388417,	65311670,65322071,65336858,65337089,65343577,65345496,65346966,65351596,65363315,65372372,65384001,65386342,65389244,	0	Pth2r	cmpl	cmpl	0,0,1,1,0,2,0,1,2,0,2,0,0,
1136	NM_023523	chr1	-	72259172	72284321	72259347	72284216	8	72259172,72261951,72267406,72270276,72274885,72276165,72277286,72284092,	72259433,72262063,72267517,72270373,72274967,72276331,72277420,72284321,	0	Pecr	cmpl	cmpl	1,0,0,2,1,0,1,0,
1136	NM_175564	chr1	+	72284372	72302995	72297907	72301306	3	72284372,72297769,72300683,	72284466,72298178,72302995,	0	Tmem169	cmpl	cmpl	-1,0,1,
1140	NM_010518	chr1	-	72858064	72874865	72862376	72874139	4	72858064,72863142,72863850,72873805,	72862508,72863262,72864080,72874865,	0	Igfbp5	cmpl	cmpl	0,0,1,0,
1150	NM_001034060	chr1	+	74125540	74148223	74129046	74147746	12	74125540,74127591,74127868,74128947,74129338,74129697,74131177,74132719,74134103,74140918,74146653,74147643,	74125614,74127723,74127952,74129073,74129445,74129841,74131247,74133346,74134207,74141065,74146764,74148223,	0	Rufy4	cmpl	cmpl	-1,-1,-1,0,0,2,2,0,0,2,2,2,
1152	NR_029743	chr1	+	74394309	74394394	74394394	74394394	1	74394309,	74394394,	0	Mir26b	unk	unk	-1,
1152	NM_153088	chr1	+	74391608	74397285	74391897	74395584	7	74391608,74393277,74393796,74394018,74394639,74394836,74395455,	74391964,74393426,74393901,74394075,74394732,74395022,74397285,	0	Ctdsp1	cmpl	cmpl	0,1,0,0,0,0,0,
1155	NM_009526	chr1	+	74771891	74785319	74772145	74784600	4	74771891,74782101,74782559,74784138,	74772222,74782322,74782894,74785319,	0	Wnt6	cmpl	cmpl	0,2,1,0,
1155	NM_153744	chr1	-	74738921	74748955	74740704	74748850	14	74738921,74740586,74741151,74741466,74744455,74744720,74745316,74745550,74745696,74745869,74747151,74747871,74748471,74748817,	74740060,74740821,74741298,74741504,74744621,74744847,74745371,74745596,74745755,74745951,74747558,74748024,74748511,74748955,	0	Prkag3	cmpl	cmpl	-1,0,0,1,0,2,1,0,1,0,1,1,0,0,
1155	NM_009518	chr1	+	74792018	74804175	74792170	74803620	4	74792018,74793362,74800532,74803122,	74792283,74793625,74800912,74804175,	0	Wnt10a	cmpl	cmpl	0,2,1,0,
1156	NM_009872	chr1	+	74855028	74857732	74855097	74856207	1	74855028,	74857732,	0	Cdk5r2	cmpl	cmpl	0,
1156	NM_010544	chr1	-	74945314	74951672	74946088	74951214	3	74945314,74948303,74950899,	74946747,74948565,74951672,	0	Ihh	cmpl	cmpl	1,0,0,
1156	NM_021541	chr1	-	74889933	74893143	74889988	74892887	5	74889933,74890530,74891945,74892726,74893076,	74890136,74890673,74892087,74892891,74893143,	0	Cryba2	cmpl	cmpl	2,0,2,0,-1,
1156	NM_153111	chr1	-	74881508	74885408	74882075	74885210	3	74881508,74884406,74885158,	74882662,74884481,74885408,	0	Fev	cmpl	cmpl	1,1,0,
1156	NR_029876	chr1	-	74900657	74900721	74900721	74900721	1	74900657,	74900721,	0	Mir375	unk	unk	-1,
1158	NM_026977	chr1	-	75135761	75142711	75136398	75141484	10	75135761,75137325,75137754,75139346,75139558,75139820,75140897,75141415,75142057,75142642,	75136932,75137443,75137816,75139475,75139679,75139902,75141006,75141503,75142560,75142711,	0	Cnppd1	cmpl	cmpl	0,2,0,0,2,1,0,0,-1,-1,
